PPG,time
-0.407784485814028,2418.86037686885
-0.81354408055954,2418.87037686885
-0.726588296032404,2418.88037686885
-0.784128693125167,2418.89037686885
-0.748594206553068,2418.90037686885
-0.752130704835969,2418.91037686885
-0.705669875219254,2418.92037686885
-0.6664991530425,2418.93037686885
-0.606201413226707,2418.94037686885
-0.552478609952959,2418.95037686885
-0.502443375100419,2418.96037686885
-0.465073763013313,2418.97037686885
-0.441790649023824,2418.98037686885
-0.431267517812365,2418.99037686885
-0.431633508737729,2419.00037686885
-0.440471681989445,2419.01037686885
-0.454473600340985,2419.02037686885
-0.471508065005528,2419.03037686885
-0.489215934991695,2419.04037686885
-0.506401224568171,2419.05037686885
-0.521680788196807,2419.06037686885
-0.535256654368026,2419.07037686885
-0.546931081607407,2419.08037686885
-0.556361651250912,2419.09037686885
-0.564001040720871,2419.10037686885
-0.570498034622594,2419.11037686885
-0.57593689494445,2419.12037686885
-0.580434146759274,2419.13037686885
-0.584751568459152,2419.14037686885
-0.589043255550609,2419.15037686885
-0.593639313986038,2419.16037686885
-0.598669432216862,2419.17037686885
-0.60393486164781,2419.18037686885
-0.610754501016476,2419.19037686885
-0.618772944942503,2419.20037686885
-0.627413429382276,2419.21037686885
-0.636037322950621,2419.22037686885
-0.644443011858006,2419.23037686885
-0.651452306308546,2419.24037686885
-0.656815919467344,2419.25037686885
-0.660476743612918,2419.26037686885
-0.662482959696944,2419.27037686885
-0.663584601929603,2419.28037686885
-0.663799094533282,2419.29037686885
-0.664410938244997,2419.30037686885
-0.665070781163326,2419.31037686885
-0.666047380844124,2419.32037686885
-0.667604781150551,2419.33037686885
-0.670307105585296,2419.34037686885
-0.673576423699247,2419.35037686885
-0.677954310817634,2419.36037686885
-0.683421334969602,2419.37037686885
-0.689386353377097,2419.38037686885
-0.696071401995375,2419.39037686885
-0.703405712529595,2419.40037686885
-0.710797412371459,2419.41037686885
-0.718598194589299,2419.42037686885
-0.726230993536217,2419.43037686885
-0.733651390283063,2419.44037686885
-0.740418945011507,2419.45037686885
-0.747220620028889,2419.46037686885
-0.753581279926752,2419.47037686885
-0.759681006823753,2419.48037686885
-0.765871218224955,2419.49037686885
-0.771367949780258,2419.50037686885
-0.776708393906305,2419.51037686885
-0.781819829397301,2419.52037686885
-0.787276614300325,2419.53037686885
-0.793349319030805,2419.54037686885
-0.799805829051884,2419.55037686885
-0.806801592037514,2419.56037686885
-0.813527708063618,2419.57037686885
-0.82031093173388,2419.58037686885
-0.826850831433894,2419.59037686885
-0.833402903211598,2419.60037686885
-0.839643462825518,2419.61037686885
-0.845921738653328,2419.62037686885
-0.852280768001681,2419.63037686885
-0.859041067717013,2419.64037686885
-0.865870498323628,2419.65037686885
-0.872400169934068,2419.66037686885
-0.878375333122029,2419.67037686885
-0.884272045300173,2419.68037686885
-0.890376790714767,2419.69037686885
-0.896592539134333,2419.70037686885
-0.903358940014339,2419.71037686885
-0.910442532601981,2419.72037686885
-0.917578260016737,2419.73037686885
-0.92468655248463,2419.74037686885
-0.932107499132682,2419.75037686885
-0.938937976366791,2419.76037686885
-0.945343546584991,2419.77037686885
-0.951117471541774,2419.78037686885
-0.956785072555196,2419.79037686885
-0.962119585429832,2419.80037686885
-0.967581479115559,2419.81037686885
-0.973185751380797,2419.82037686885
-0.979085315286175,2419.83037686885
-0.984995830354389,2419.84037686885
-0.991046790781567,2419.85037686885
-0.997019520191615,2419.86037686885
-1.00353162812937,2419.87037686885
-1.01013009992536,2419.88037686885
-1.01643263663582,2419.89037686885
-1.02280756881087,2419.90037686885
-1.02840075906178,2419.91037686885
-1.03459423385491,2419.92037686885
-1.03998802047923,2419.93037686885
-1.04572500653209,2419.94037686885
-1.05106361612302,2419.95037686885
-1.05597628109325,2419.96037686885
-1.0614468678122,2419.97037686885
-1.06635444304108,2419.98037686885
-1.07106964667759,2419.99037686885
-1.07559739110264,2420.00037686885
-1.08013958395361,2420.01037686885
-1.08475651648154,2420.02037686885
-1.08943573761725,2420.03037686885
-1.09447157972104,2420.04037686885
-1.09912055790795,2420.05037686885
-1.10135625787441,2420.06037686885
-1.09612816823902,2420.07037686885
-1.07818435878959,2420.08037686885
-1.04413442391055,2420.09037686885
-0.994913848658429,2420.10037686885
-0.935806991663453,2420.11037686885
-0.874645997548515,2420.12037686885
-0.818974420829779,2420.13037686885
-0.774027029433817,2420.14037686885
-0.742715801052469,2420.15037686885
-0.725484525465323,2420.16037686885
-0.72015738486115,2420.17037686885
-0.723705842581177,2420.18037686885
-0.733538875496918,2420.19037686885
-0.746300221987733,2420.20037686885
-0.759860156485706,2420.21037686885
-0.772915172724686,2420.22037686885
-0.784459478823609,2420.23037686885
-0.794153439481251,2420.24037686885
-0.801904713078871,2420.25037686885
-0.807266268266485,2420.26037686885
-0.811156975728415,2420.27037686885
-0.814006426862866,2420.28037686885
-0.815393398544699,2420.29037686885
-0.816125833144888,2420.30037686885
-0.816284044756764,2420.31037686885
-0.816392086711632,2420.32037686885
-0.816645714213578,2420.33037686885
-0.81720471580861,2420.34037686885
-0.818280384398111,2420.35037686885
-0.820799515591029,2420.36037686885
-0.824234761046403,2420.37037686885
-0.828708979260863,2420.38037686885
-0.834878282341393,2420.39037686885
-0.84104416075456,2420.40037686885
-0.847076912166487,2420.41037686885
-0.851723222975123,2420.42037686885
-0.854976882894104,2420.43037686885
-0.855935911361226,2420.44037686885
-0.85495474240151,2420.45037686885
-0.853472878870545,2420.46037686885
-0.850619273888188,2420.47037686885
-0.848477001722342,2420.48037686885
-0.846333517749674,2420.49037686885
-0.844721870206497,2420.50037686885
-0.843617969413145,2420.51037686885
-0.843300251295526,2420.52037686885
-0.844004068552627,2420.53037686885
-0.845508312859926,2420.54037686885
-0.847572280359125,2420.55037686885
-0.850053797347752,2420.56037686885
-0.853267398315141,2420.57037686885
-0.856494803994651,2420.58037686885
-0.861243123453738,2420.59037686885
-0.865174810961269,2420.60037686885
-0.869702916846177,2420.61037686885
-0.8738017183745,2420.62037686885
-0.877206970195356,2420.63037686885
-0.880168670266983,2420.64037686885
-0.88285853141206,2420.65037686885
-0.885791873619431,2420.66037686885
-0.889061309288482,2420.67037686885
-0.893023427063927,2420.68037686885
-0.896793902642864,2420.69037686885
-0.9013148319622,2420.70037686885
-0.905635949146691,2420.71037686885
-0.910491571812155,2420.72037686885
-0.914900011262936,2420.73037686885
-0.919360046224815,2420.74037686885
-0.922907315875804,2420.75037686885
-0.926451100774712,2420.76037686885
-0.929915520619254,2420.77037686885
-0.933647442914119,2420.78037686885
-0.937670297186832,2420.79037686885
-0.941656916009562,2420.80037686885
-0.945605347707829,2420.81037686885
-0.949479711116223,2420.82037686885
-0.953384677192442,2420.83037686885
-0.957534002820813,2420.84037686885
-0.961976752422921,2420.85037686885
-0.966334058372683,2420.86037686885
-0.97105972394406,2420.87037686885
-0.975171567617212,2420.88037686885
-0.978914350876441,2420.89037686885
-0.982222940999518,2420.90037686885
-0.985427496875209,2420.91037686885
-0.988820114316051,2420.92037686885
-0.99234767868391,2420.93037686885
-0.996548139505747,2420.94037686885
-1.0015771015626,2420.95037686885
-1.00600851451987,2420.96037686885
-1.01034055278911,2420.97037686885
-1.01442636773269,2420.98037686885
-1.01829259427662,2420.99037686885
-1.02226295094352,2421.00037686885
-1.02590394477073,2421.01037686885
-1.02973890700203,2421.02037686885
-1.03346058385788,2421.03037686885
-1.03716002359847,2421.04037686885
-1.04068263351161,2421.05037686885
-1.04470727118552,2421.06037686885
-1.04879774066121,2421.07037686885
-1.05254651043246,2421.08037686885
-1.05661516196088,2421.09037686885
-1.06022906617024,2421.10037686885
-1.06372714126029,2421.11037686885
-1.06718183708455,2421.12037686885
-1.07034731777901,2421.13037686885
-1.07393308014405,2421.14037686885
-1.07724924064793,2421.15037686885
-1.08036293862392,2421.16037686885
-1.08364318658001,2421.17037686885
-1.08680866743894,2421.18037686885
-1.09008368349042,2421.19037686885
-1.09305712334303,2421.20037686885
-1.0960612643692,2421.21037686885
-1.09908911352656,2421.22037686885
-1.10193994287721,2421.23037686885
-1.10538598296917,2421.24037686885
-1.10888798329051,2421.25037686885
-1.11230516639885,2421.26037686885
-1.11559681862103,2421.27037686885
-1.11741296483101,2421.28037686885
-1.1149592119996,2421.29037686885
-1.10279719426767,2421.30037686885
-1.0761835256511,2421.31037686885
-1.03264244778948,2421.32037686885
-0.974570129744334,2421.33037686885
-0.909731142665762,2421.34037686885
-0.845042454967786,2421.35037686885
-0.787894911447521,2421.36037686885
-0.742653091456177,2421.37037686885
-0.711523033126634,2421.38037686885
-0.693177198593538,2421.39037686885
-0.686262204700647,2421.40037686885
-0.687694228995087,2421.41037686885
-0.694646845668162,2421.42037686885
-0.70518560749538,2421.43037686885
-0.717125362290225,2421.44037686885
-0.728898946402233,2421.45037686885
-0.739265219369161,2421.46037686885
-0.747731196198914,2421.47037686885
-0.753750506862848,2421.48037686885
-0.757524626511319,2421.49037686885
-0.759704441358402,2421.50037686885
-0.761079873435006,2421.51037686885
-0.761942758865066,2421.52037686885
-0.762559796478619,2421.53037686885
-0.762886622815152,2421.54037686885
-0.763068253044226,2421.55037686885
-0.762991040385374,2421.56037686885
-0.763468640355059,2421.57037686885
-0.764199754843127,2421.58037686885
-0.766406882331261,2421.59037686885
-0.769912149401488,2421.60037686885
-0.774052976956755,2421.61037686885
-0.779080541462862,2421.62037686885
-0.784001266267496,2421.63037686885
-0.787445257170534,2421.64037686885
-0.789698533931672,2421.65037686885
-0.790065343680155,2421.66037686885
-0.788710077162416,2421.67037686885
-0.785774906419744,2421.68037686885
-0.781575311129132,2421.69037686885
-0.776810457722976,2421.70037686885
-0.772185010259985,2421.71037686885
-0.767493825999632,2421.72037686885
-0.763703131734119,2421.73037686885
-0.760905892758981,2421.74037686885
-0.75872453044019,2421.75037686885
-0.757649878025444,2421.76037686885
-0.756984427639279,2421.77037686885
-0.757246818032082,2421.78037686885
-0.758099968480702,2421.79037686885
-0.759472332052793,2421.80037686885
-0.761944338827911,2421.81037686885
-0.764065458457599,2421.82037686885
-0.766823353822088,2421.83037686885
-0.769690900404925,2421.84037686885
-0.772325825439303,2421.85037686885
-0.774631338220382,2421.86037686885
-0.776955556041524,2421.87037686885
-0.779490690680671,2421.88037686885
-0.782032963355698,2421.89037686885
-0.784758276013358,2421.90037686885
-0.787266037624873,2421.91037686885
-0.790322188866732,2421.92037686885
-0.792923999071498,2421.93037686885
-0.795968637541618,2421.94037686885
-0.799473921993791,2421.95037686885
-0.802668901471128,2421.96037686885
-0.806126970060627,2421.97037686885
-0.809392621580879,2421.98037686885
-0.812476860966779,2421.99037686885
-0.815349621606751,2422.00037686885
-0.818633840955696,2422.01037686885
-0.821993014156111,2422.02037686885
-0.8249490104881,2422.03037686885
-0.827966039497065,2422.04037686885
-0.830462429161549,2422.05037686885
-0.832916629372631,2422.06037686885
-0.835610667753496,2422.07037686885
-0.838516681568846,2422.08037686885
-0.84162882975894,2422.09037686885
-0.845957335455064,2422.10037686885
-0.850375667989789,2422.11037686885
-0.854573593030131,2422.12037686885
-0.858737534139596,2422.13037686885
-0.862725171892706,2422.14037686885
-0.866375937957363,2422.15037686885
-0.869348309666485,2422.16037686885
-0.872321270767569,2422.17037686885
-0.875256813717597,2422.18037686885
-0.877966824144511,2422.19037686885
-0.881519785527463,2422.20037686885
-0.884930434504451,2422.21037686885
-0.888334308940184,2422.22037686885
-0.892123794699911,2422.23037686885
-0.895508355566492,2422.24037686885
-0.898919733067383,2422.25037686885
-0.902462508675724,2422.26037686885
-0.905905432601915,2422.27037686885
-0.909659314835068,2422.28037686885
-0.913072085074752,2422.29037686885
-0.91614862914097,2422.30037686885
-0.918751853567591,2422.31037686885
-0.921664882491343,2422.32037686885
-0.924588165480565,2422.33037686885
-0.927448113277733,2422.34037686885
-0.930473692670626,2422.35037686885
-0.93341536999925,2422.36037686885
-0.936164843261622,2422.37037686885
-0.938847438670779,2422.38037686885
-0.941550472080189,2422.39037686885
-0.944138097077242,2422.40037686885
-0.946651499313588,2422.41037686885
-0.949757290733507,2422.42037686885
-0.952757915180709,2422.43037686885
-0.95299446428652,2422.44037686885
-0.946987065099605,2422.45037686885
-0.929020731041342,2422.46037686885
-0.89421160468029,2422.47037686885
-0.842785718974892,2422.48037686885
-0.778206842290417,2422.49037686885
-0.708583559456257,2422.50037686885
-0.640493776458665,2422.51037686885
-0.581412136968087,2422.52037686885
-0.534012401445082,2422.53037686885
-0.499968203533351,2422.54037686885
-0.478022147066504,2422.55037686885
-0.465464770224473,2422.56037686885
-0.460481158498395,2422.57037686885
-0.460175129421972,2422.58037686885
-0.463225475645784,2422.59037686885
-0.468223811058319,2422.60037686885
-0.474586987619742,2422.61037686885
-0.48042398240753,2422.62037686885
-0.485863971968927,2422.63037686885
-0.490230449859963,2422.64037686885
-0.493014018348277,2422.65037686885
-0.494258374463012,2422.66037686885
-0.493896697889508,2422.67037686885
-0.492447353245508,2422.68037686885
-0.490460247446471,2422.69037686885
-0.487718856884477,2422.70037686885
-0.484770397434007,2422.71037686885
-0.48201699773511,2422.72037686885
-0.47948703129339,2422.73037686885
-0.477367916548251,2422.74037686885
-0.477343776013311,2422.75037686885
-0.478184112668983,2422.76037686885
-0.479937750219863,2422.77037686885
-0.482172105165041,2422.78037686885
-0.484403635624443,2422.79037686885
-0.486004720245662,2422.80037686885
-0.485962360053209,2422.81037686885
-0.484015888635809,2422.82037686885
-0.480138043221409,2422.83037686885
-0.475650442702375,2422.84037686885
-0.469482962601432,2422.85037686885
-0.463081607642182,2422.86037686885
-0.455706532838032,2422.87037686885
-0.448995756199832,2422.88037686885
-0.442489440901197,2422.89037686885
-0.436946283965011,2422.90037686885
-0.432759648499413,2422.91037686885
-0.429553052385079,2422.92037686885
-0.427835448095263,2422.93037686885
-0.427763262245939,2422.94037686885
-0.428585653729466,2422.95037686885
-0.430046794181973,2422.96037686885
-0.431362508114092,2422.97037686885
-0.432538063566485,2422.98037686885
-0.433635033369473,2422.99037686885
-0.435630938607097,2423.00037686885
-0.437903284597969,2423.01037686885
-0.440214895792276,2423.02037686885
-0.442699865211263,2423.03037686885
-0.445139509532054,2423.04037686885
-0.447304923237097,2423.05037686885
-0.449534816466443,2423.06037686885
-0.451959739105909,2423.07037686885
-0.45447279242346,2423.08037686885
-0.456995023015539,2423.09037686885
-0.45961931142682,2423.10037686885
-0.462016608316516,2423.11037686885
-0.464584393704159,2423.12037686885
-0.46707906202241,2423.13037686885
-0.469496852149159,2423.14037686885
-0.47116448236319,2423.15037686885
-0.47340398377752,2423.16037686885
-0.475928389429193,2423.17037686885
-0.478836387205185,2423.18037686885
-0.482022375081853,2423.19037686885
-0.485611607825269,2423.20037686885
-0.489369329004129,2423.21037686885
-0.493153373176846,2423.22037686885
-0.497053034373417,2423.23037686885
-0.500955212341154,2423.24037686885
-0.504911874819269,2423.25037686885
-0.509043340929336,2423.26037686885
-0.51343609773328,2423.27037686885
-0.518042016312521,2423.28037686885
-0.522798804780335,2423.29037686885
-0.527212454593501,2423.30037686885
-0.531073661983358,2423.31037686885
-0.534773318301929,2423.32037686885
-0.538463927780434,2423.33037686885
-0.5424060043334,2423.34037686885
-0.546317673577026,2423.35037686885
-0.550249476872836,2423.36037686885
-0.554592991705189,2423.37037686885
-0.557936706142287,2423.38037686885
-0.562040013201117,2423.39037686885
-0.566342558302104,2423.40037686885
-0.570958668970844,2423.41037686885
-0.575150741144919,2423.42037686885
-0.579411809156184,2423.43037686885
-0.583361738716786,2423.44037686885
-0.587715327052481,2423.45037686885
-0.592057140583175,2423.46037686885
-0.596529868262142,2423.47037686885
-0.600920583627572,2423.48037686885
-0.60458644562805,2423.49037686885
-0.608314098886558,2423.50037686885
-0.611657982379507,2423.51037686885
-0.614844666137474,2423.52037686885
-0.618331935782362,2423.53037686885
-0.62224942765134,2423.54037686885
-0.626043949225925,2423.55037686885
-0.629797148320724,2423.56037686885
-0.63340084437228,2423.57037686885
-0.636963564215484,2423.58037686885
-0.640519937564971,2423.59037686885
-0.643756776918111,2423.60037686885
-0.647234788873134,2423.61037686885
-0.65064608088332,2423.62037686885
-0.65359558245018,2423.63037686885
-0.654337553050401,2423.64037686885
-0.647886453672251,2423.65037686885
-0.627214839262762,2423.66037686885
-0.587623632703243,2423.67037686885
-0.529254211908295,2423.68037686885
-0.456296540120846,2423.69037686885
-0.376044166093908,2423.70037686885
-0.296282429755598,2423.71037686885
-0.222863271202302,2423.72037686885
-0.15977748249939,2423.73037686885
-0.109448668553162,2423.74037686885
-0.0715214525276064,2423.75037686885
-0.0445769236517335,2423.76037686885
-0.0265472022510332,2423.77037686885
-0.0152246226252221,2423.78037686885
-0.00819134720774648,2423.79037686885
-0.00413772888889097,2423.80037686885
-0.00142767271103189,2423.81037686885
0.000208624544388322,2423.82037686885
0.0015833897960718,2423.83037686885
0.00352178362785885,2423.84037686885
0.00637339447219253,2423.85037686885
0.0105500071165363,2423.86037686885
0.0159277613402931,2423.87037686885
0.0222952348589077,2423.88037686885
0.0293617599970195,2423.89037686885
0.0362485473807617,2423.90037686885
0.042802389524401,2423.91037686885
0.0491035969340465,2423.92037686885
0.0542848418572023,2423.93037686885
0.0581169941017303,2423.94037686885
0.0607788154034115,2423.95037686885
0.0623369536907343,2423.96037686885
